code,fiscal_year,op_income,depr,amort,cfo,capex,st_debt,lt_debt,bond,cash,EBITDA,net_debt,FCF
066970,2024,-558685355192.0,60475856853.0,2898690997.0,280519186689.0,207877648429.0,813020000000.0,502113160000.0,388395240030.0,279521440477.0,-495310807342.0,1424006959553.0,72641538260.0
066970,2025,-156849943423.0,82023190270.0,3273805974.0,-29205374598.0,137353241925.0,781033333338.0,378884860000.0,404015905230.0,382883140911.0,-71552947179.0,1181050957657.0,-166558616523.0
222800,2020,89740402529.0,73945543549.0,1733258970.0,215472899059.0,86017641215.0,164037066246.0,37937094930.0,49110683700.0,17097430541.0,165419205048.0,233987414335.0,129455257844.0
222800,2021,174319010782.0,77905645308.0,944855485.0,114588130171.0,76610210163.0,150911997506.0,49135030272.0,76000000000.0,17097430541.0,253169511575.0,258949597237.0,37977920008.0
222800,2022,352354248115.0,81183067668.0,778815567.0,435472860488.0,158947043538.0,53794600000.0,38071176464.0,31737716029.0,119810060113.0,434316131350.0,3793432380.0,276525816950.0
222800,2023,-88124119458.0,79917626281.0,735102509.0,-93400713811.0,139284265188.0,465270360000.0,112942200000.0,50695920000.0,119810060113.0,-7471390668.0,509098419887.0,-232684978999.0
222800,2024,-46969220820.0,,,-161257696543.0,103331075576.0,731330261983.0,90455701949.0,100000000000.0,127768593553.0,-46969220820.0,794017370379.0,-264588772119.0
440110,2023,-58569439226.0,,,-42164830339.0,10577037212.0,25000000000.0,9500000000.0,0.0,95393266016.0,-58569439226.0,-60893266016.0,-52741867551.0
440110,2024,-95048300908.0,,,-108840321560.0,-6041333867.0,-20000000000.0,0.0,0.0,95393266016.0,-95048300908.0,-115393266016.0,-114881655427.0
440110,2025,,,,-3703541869.0,-4061919991.0,11500000000.0,0.0,11990000000.0,40803548861.0,,-17313548861.0,-7765461860.0
036460,2020,898855103216.0,1636714620894.0,,3251022956819.0,912057859660.0,,,2339334000000.0,331760711447.0,2535569724110.0,2007573288553.0,2338965097159.0
036460,2021,1239699333407.0,1722329284772.0,,-2070539824957.0,1156241027286.0,,,2004000000000.0,564523174196.0,2962028618179.0,1439476825804.0,-3226780852243.0
036460,2022,2463421952045.0,1751358366410.0,,-14580918441830.0,1178507549251.0,,,2348098549900.0,813274677818.0,4214780318455.0,1534823872082.0,-15759425991081.0
036460,2023,1553418857598.0,1887118243680.0,,5885553657430.0,1331092555346.0,,,6626452264633.0,813274677818.0,3440537101278.0,5813177586815.0,4554461102084.0
036460,2024,3003363000000.0,1863642000000.0,118994000000.0,3629763000000.0,1666148000000.0,,,4103711000000.0,933211000000.0,4985999000000.0,3170500000000.0,1963615000000.0
036460,2025,2101151000000.0,1803124000000.0,120809000000.0,6539315000000.0,1987747000000.0,,,5627004000000.0,1152802000000.0,4025084000000.0,4474202000000.0,4551568000000.0
011780,2020,742159982879.0,,,771534306405.0,175439664648.0,374819751626.0,485337668122.0,23678046912.0,418223093806.0,742159982879.0,465612372854.0,596094641757.0
011780,2021,2406835526956.0,,,2127031389404.0,353775840485.0,714274825130.0,243472391390.0,0.0,622937474397.0,2406835526956.0,334809742123.0,1773255548919.0
011780,2022,1147745512728.0,,,513532762319.0,427688850315.0,483707864622.0,328360747160.0,0.0,622937474397.0,1147745512728.0,189131137385.0,85843912004.0
011780,2023,358961881960.0,,,630703779509.0,589818134462.0,44097649193.0,199820000000.0,,567301480378.0,358961881960.0,-323383831185.0,40885645047.0
011780,2024,272804307588.0,,,322334793729.0,436189485536.0,-13133834503.0,131045000000.0,99557326800.0,452439485955.0,272804307588.0,-234970993658.0,-113854691807.0
011780,2025,271828509546.0,,,715308386329.0,194402300702.0,-58804172815.0,54986780000.0,99545568400.0,650436032913.0,271828509546.0,-554707857328.0,520906085627.0
035250,2020,-431583873583.0,405286254952.0,642517569.0,-655676332159.0,58963253068.0,,,,66052962790.0,-25655101062.0,,-714639585227.0
035250,2021,-52695285784.0,78636670189.0,741848380.0,210874268539.0,42936378212.0,2700000000.0,2450000000.0,,206399109422.0,26683232785.0,-201249109422.0,167937890327.0
035250,2022,217565214200.0,77340118859.0,855760471.0,420172245612.0,29444119671.0,0.0,0.0,,206399109422.0,295761093530.0,,390728125941.0
035250,2023,282263014860.0,79507233224.0,978182977.0,337848836029.0,70846617448.0,0.0,3050000000.0,,166186546142.0,362748431061.0,-163136546142.0,267002218581.0
035250,2024,285790454716.0,77582716300.0,892165554.0,487048778217.0,107494733192.0,,500000000.0,,244499636973.0,364265336570.0,-243999636973.0,379554045025.0
035250,2025,235311359166.0,83696079927.0,690473105.0,294467847955.0,115904370917.0,,0.0,,244499636973.0,319697912198.0,,178563477038.0
214370,2020,31977802907.0,,,30775990492.0,21080265113.0,617663695.0,,,21690263596.0,31977802907.0,-21072599901.0,9695725379.0
214370,2021,28204290924.0,,,51922402494.0,3888402845.0,102443000.0,,,22249157221.0,28204290924.0,-22146714221.0,48033999649.0
214370,2022,33625928175.0,,,-27680623280.0,1544439046.0,,,,22249157221.0,33625928175.0,,-29225062326.0
214370,2023,40377972813.0,,,28602567224.0,8155461834.0,,,,31527525960.0,40377972813.0,,20447105390.0
214370,2024,34249787129.0,,,13486611789.0,65867099927.0,,,,31527525960.0,34249787129.0,,-52380488138.0
214370,2025,20399783833.0,,,18589458609.0,3860314345.0,,,,8858967118.0,20399783833.0,,14729144264.0
103590,2020,13776691618.0,156690973754.0,1026592272.0,57664627757.0,6199496230.0,398616743656.0,139299808868.0,0.0,40565758935.0,171494257644.0,497350793589.0,51465131527.0
103590,2021,20402669112.0,,,9620953048.0,15890104444.0,292155673130.0,79982567684.0,26793600000.0,40565758935.0,20402669112.0,358366081879.0,-6269151396.0
103590,2022,31490877242.0,,,50573216276.0,24960402830.0,572875224388.0,106873600000.0,30000000000.0,39456657378.0,31490877242.0,670292167010.0,25612813446.0
103590,2023,60756520579.0,,,49223343515.0,23899823345.0,824006734748.0,100986130000.0,0.0,56717295702.0,60756520579.0,868275569046.0,25323520170.0
103590,2024,79742010000.0,,,105677318000.0,69490206000.0,538851694000.0,18000000000.0,77922773000.0,140017884000.0,79742010000.0,494756583000.0,36187112000.0
103590,2025,151226606000.0,,,86862549000.0,24564642000.0,294972922000.0,26000000000.0,72349000000.0,140017884000.0,151226606000.0,253304038000.0,62297907000.0
251270,2020,272046487017.0,,,372261914839.0,210446018783.0,1336801000000.0,161916861710.0,159481308467.0,1574831709792.0,272046487017.0,83367460385.0,161815896056.0
251270,2021,151024628649.0,,,137464407630.0,86357795045.0,1679182320257.0,539330015722.0,159664563282.0,1353724443229.0,151024628649.0,1024452456032.0,51106612585.0
251270,2022,-108688598689.0,,,-408393774419.0,38656419848.0,2022741756371.0,455516406592.0,159850646658.0,1353724443229.0,-108688598689.0,1284384366392.0,-447050194267.0
251270,2023,-68468184309.0,,,-98114733894.0,36162240588.0,2008922541843.0,371638035964.0,-160000000000.0,502997969607.0,-68468184309.0,1717562608200.0,-134276974482.0
251270,2024,215627215188.0,,,287708442387.0,17265014217.0,1212154719973.0,597864836820.0,399160075550.0,577864115437.0,215627215188.0,1631315516906.0,270443428170.0
251270,2025,,,,337793565982.0,47294479759.0,784044836541.0,213700000000.0,249927356471.0,688942929318.0,,558729263694.0,290499086223.0
483650,2024,59844712688.0,,,15809001299.0,-834611130.0,,,,54002975233.0,59844712688.0,,14974390169.0
483650,2025,101469415203.0,,,68482449044.0,-301490748.0,,,,100992795264.0,101469415203.0,,68180958296.0
031210,2025,375701743924.0,,,387231449456.0,14075143706.0,,,,173384495828.0,375701743924.0,,373156305750.0
403870,2022,85174462019.0,,,82104669106.0,9425707733.0,,,,130015123268.0,85174462019.0,,72678961373.0
403870,2023,95206074427.0,,,90318133969.0,24669654491.0,,,,130015123268.0,95206074427.0,,65648479478.0
403870,2024,93945693775.0,,,97936697981.0,43112610428.0,,,,61287398968.0,93945693775.0,,54824087553.0
403870,2025,89902342748.0,,,100205138390.0,2329823754.0,,,,93941091316.0,89902342748.0,,97875314636.0
097950,2020,1359551440000.0,,,2001752173000.0,968452618000.0,1647881072000.0,2412810326000.0,2877693591000.0,1212229101000.0,1359551440000.0,5726155888000.0,1033299555000.0
097950,2021,1524429392000.0,,,1686409257000.0,1342839001000.0,1455599563000.0,1966024758000.0,2945165000000.0,1212229101000.0,1524429392000.0,5154560220000.0,343570256000.0
097950,2022,1664708210000.0,,,1627293112000.0,1442983885000.0,2842769156000.0,1772536200000.0,3528605829000.0,1797257804000.0,1664708210000.0,6346653381000.0,184309227000.0
097950,2023,1291582413000.0,,,2444759803000.0,1124228810000.0,2471827919000.0,1445603057000.0,3475599306000.0,1853610633000.0,1291582413000.0,5539419649000.0,1320530993000.0
097950,2024,1553017638000.0,,,2255253477000.0,1000900488000.0,3090894377000.0,1596236857000.0,3157088401000.0,1853610633000.0,1553017638000.0,5990609002000.0,1254352989000.0
097950,2025,1233604641000.0,,,2481608395000.0,1630528597000.0,2760318571000.0,1676887878000.0,3155759559000.0,1301783187000.0,1233604641000.0,6291182821000.0,851079798000.0
022100,2020,26087467478.0,,,65554811247.0,3443821224.0,982554997.0,76603000.0,,137287016483.0,26087467478.0,-136227858486.0,62110990023.0
022100,2021,-19477262841.0,,,-51913027153.0,1659215812.0,711452839.0,76603000.0,,137287016483.0,-19477262841.0,-136498960644.0,-53572242965.0
022100,2022,64668494002.0,,,-3942810359.0,4015908089.0,405179940.0,76603000.0,,32014522081.0,64668494002.0,-31532739141.0,-7958718448.0
022100,2023,110563784581.0,,,21821037018.0,10786582175.0,387356940.0,76603000.0,,60162678094.0,110563784581.0,-59698718154.0,11034454843.0
022100,2024,108991969223.0,,,97799461517.0,12693470204.0,,,76603000.0,129180234831.0,108991969223.0,-129103631831.0,85105991313.0
022100,2025,60388586087.0,,,145951092070.0,5451717497.0,0.0,76603000.0,,246949912811.0,60388586087.0,-246873309811.0,140499374573.0
383220,2021,322683779494.0,,,291504267270.0,11964458589.0,889985670000.0,,,129104898880.0,322683779494.0,760880771120.0,279539808681.0
383220,2022,524882680312.0,,,344071664610.0,17924057340.0,325930930000.0,295000000.0,,101981078829.0,524882680312.0,224244851171.0,326147607270.0
383220,2023,551835228989.0,,,477023578174.0,23232509595.0,352620650000.0,295000000.0,,219989971000.0,551835228989.0,132925679000.0,453791068579.0
383220,2024,450737459737.0,,,398841092866.0,434640658577.0,341936000000.0,225000000.0,,219989971000.0,450737459737.0,122171029000.0,-35799565711.0
383220,2025,468574150329.0,,,355205411881.0,23985231684.0,499818594638.0,0.0,,325383761882.0,468574150329.0,174434832756.0,331220180197.0
214150,2020,40608569011.0,2003229692.0,80169996.0,38125167917.0,791886102.0,100000000.0,,,64383495928.0,42691968699.0,-64283495928.0,37333281815.0
214150,2021,51712720398.0,2350218806.0,107550911.0,36367042257.0,32627973312.0,,35000000000.0,,64383495928.0,54170490115.0,-29383495928.0,3739068945.0
214150,2022,68876207458.0,3213442385.0,162963417.0,54754505368.0,27481361335.0,37200000000.0,69000000000.0,,42788254096.0,72252613260.0,63411745904.0,27273144033.0
214150,2023,89622382063.0,3703489589.0,251924168.0,,4474211858.0,2400000000.0,62000000000.0,,26004485440.0,93577795820.0,38395514560.0,
214150,2024,122442594301.0,4833929498.0,2184619813.0,,4074794425.0,76716824623.0,,2096529158.0,22745070820.0,129461143612.0,56068282961.0,
214150,2025,170600874067.0,6483726950.0,7984638413.0,163935787746.0,12868774989.0,21324811600.0,62775000000.0,2414647935.0,37521303951.0,185069239430.0,48993155584.0,151067012757.0
139130,2023,534254826716.0,139776965153.0,,1950012025290.0,29224300592.0,,,8242523074905.0,4006474436832.0,674031791869.0,4236048638073.0,1920787724698.0
139130,2024,263433380414.0,141478017560.0,,2902171475294.0,21572219197.0,,,7827242837224.0,4006474436832.0,404911397974.0,3820768400392.0,2880599256097.0
139130,2025,583241000000.0,128229000000.0,,,31764000000.0,,,9824584000000.0,3430782000000.0,711470000000.0,6393802000000.0,
145020,2020,78059792591.0,,,74302498142.0,16977118551.0,455920000.0,,90064785456.0,62358097717.0,78059792591.0,28162607739.0,57325379591.0
145020,2021,97159823859.0,,,85940034914.0,23879428768.0,,,93850878001.0,294141280002.0,97159823859.0,-200290402001.0,62060606146.0
145020,2022,101378493271.0,,,80626442310.0,32823126350.0,,,97796128165.0,294141280002.0,101378493271.0,-196345151837.0,47803315960.0
145020,2023,117781785955.0,,,117705306304.0,23717286954.0,,,88848123736.0,131785607834.0,117781785955.0,-42937484098.0,93988019350.0
145020,2024,166229170618.0,,,149050888807.0,12354091263.0,,,68297563615.0,130138968641.0,166229170618.0,-61841405026.0,136696797544.0
145020,2025,200851332915.0,,,150058740523.0,13394590817.0,,,25704853366.0,209698099582.0,200851332915.0,-183993246216.0,136664149706.0
095340,2020,18078107189.0,8079427658.0,756996072.0,24756782540.0,11982512879.0,0.0,1213278185.0,29834567189.0,37125953228.0,26914530919.0,-6078107854.0,12774269661.0
095340,2021,37517372870.0,8145393465.0,1242401278.0,39254158334.0,14155323827.0,,1168288753.0,22006639393.0,51108660081.0,46905167613.0,-27933731935.0,25098834507.0
095340,2022,55881597782.0,11459256956.0,1520710337.0,65415841493.0,19537648663.0,5500000000.0,2823609478.0,25333979167.0,53687149914.0,68861565075.0,-20029561269.0,45878192830.0
095340,2023,10736706776.0,6543259189.0,1631537317.0,22378623635.0,14523673745.0,19785288000.0,3184434896.0,20000000000.0,267986763649.0,18911503282.0,-225017040753.0,7854949890.0
095340,2024,44784268057.0,,,50672432870.0,11378896511.0,17960896000.0,5000000000.0,20000000000.0,267986763649.0,44784268057.0,-225025867649.0,39293536359.0
095340,2025,60053887115.0,,,41712020998.0,5671292473.0,0.0,0.0,20000000000.0,79871448500.0,60053887115.0,-59871448500.0,36040728525.0
028670,2020,225212000000.0,,,470485000000.0,289536000000.0,,,,255314000000.0,225212000000.0,,180949000000.0
028670,2021,572946000000.0,,,767687000000.0,333650000000.0,,,,521592000000.0,572946000000.0,,434037000000.0
028670,2022,789618000000.0,,,1410763000000.0,344680000000.0,,,,744629000000.0,789618000000.0,,1066083000000.0
028670,2023,385854000000.0,,,750792000000.0,313364000000.0,,,,952781000000.0,385854000000.0,,437428000000.0
028670,2024,471180000000.0,,,676168000000.0,384968000000.0,,,,952781000000.0,471180000000.0,,291200000000.0
028670,2025,491948000000.0,,,702652000000.0,221569000000.0,,,,865844000000.0,491948000000.0,,481083000000.0
108490,2020,-1764338548.0,1611004505.0,239641442.0,-568299332.0,2341804637.0,,0.0,11000000000.0,9680096498.0,86307399.0,1319903502.0,-2910103969.0
108490,2021,-928967630.0,1812608299.0,247092910.0,1368950649.0,1404719558.0,,,7422611161.0,15367548829.0,1130733579.0,-7944937668.0,-35768909.0
108490,2022,-2160534050.0,1964196811.0,233157937.0,12484341622.0,3619527521.0,10000000000.0,,25000000000.0,25671630817.0,36820698.0,9328369183.0,8864814101.0
108490,2023,-5298796747.0,2326099136.0,214622931.0,-4747588883.0,2240565951.0,,,9332622547.0,25671630817.0,-2758074680.0,-16339008270.0,-6988154834.0
108490,2024,-2973503944.0,2310813175.0,197356348.0,5356067157.0,4262855000.0,7500000000.0,,9868617500.0,11692461419.0,-465334421.0,5676156081.0,1093212157.0
108490,2025,3346038655.0,2393817655.0,118919329.0,7075291568.0,2194355547.0,0.0,,3542015733.0,31037776879.0,5858775639.0,-27495761146.0,4880936021.0
336260,2020,26033942195.0,,,-76031949379.0,-12808318186.0,0.0,,98896648477.0,133309579192.0,26033942195.0,-34412930715.0,-88840267565.0
336260,2021,17990181631.0,,,-140056687402.0,34930233428.0,10000000000.0,,99000000000.0,132365584385.0,17990181631.0,-23365584385.0,-174986920830.0
336260,2022,7221936175.0,,,-257660943052.0,73811029033.0,64000000000.0,30000000000.0,97215537168.0,31856872344.0,7221936175.0,159358664824.0,-331471972085.0
336260,2023,1641793974.0,,,7772755535.0,113937849445.0,124000000000.0,70000000000.0,106340949260.0,50173401453.0,1641793974.0,250167547807.0,-106165093910.0
336260,2024,-1729039707.0,,,101055360914.0,68254708183.0,100000000000.0,60000000000.0,157361157092.0,137561652237.0,-1729039707.0,179799504855.0,32800652731.0
336260,2025,-105673394536.0,,,-56507117413.0,34268630106.0,76000000000.0,56666640000.0,158234342335.0,137561652237.0,-105673394536.0,153339330098.0,-90775747519.0
012750,2020,204462688212.0,,,346419033180.0,140534142019.0,,,,213172898180.0,204462688212.0,,205884891161.0
012750,2021,179664944147.0,,,333298813818.0,155666213906.0,,,,218899850568.0,179664944147.0,,177632599912.0
012750,2022,204138904290.0,,,277448190365.0,136950831717.0,,,,238856121359.0,204138904290.0,,140497358648.0
012750,2023,212609320684.0,,,368354305337.0,155418019610.0,,,,241861776471.0,212609320684.0,,212936285727.0
012750,2024,209247073877.0,,,376613925478.0,155690345792.0,,,,241861776471.0,209247073877.0,,220923579686.0
012750,2025,234566491629.0,,,368598850300.0,190088549836.0,,,,217937111676.0,234566491629.0,,178510300464.0
069960,2020,135863991000.0,,,259368187000.0,514813958000.0,505000000000.0,200000000000.0,351866848000.0,53662801000.0,135863991000.0,1003204047000.0,-255445771000.0
069960,2021,264365188000.0,,,500164435000.0,263249514000.0,-389000000000.0,120000000000.0,650104529000.0,46627837000.0,264365188000.0,334476692000.0,236914921000.0
069960,2022,320928734000.0,,,489391894000.0,258331005000.0,1037037073000.0,168123849000.0,626994114000.0,195003256000.0,320928734000.0,1637151780000.0,231060889000.0
069960,2023,303469763000.0,,,757776058000.0,356832730000.0,923977409000.0,111707574000.0,828403559000.0,195003256000.0,303469763000.0,1669085286000.0,400943328000.0
069960,2024,284042489000.0,,,733909144000.0,474662532000.0,558707868000.0,211126198000.0,519163043000.0,164051282000.0,284042489000.0,1124945827000.0,259246612000.0
