date	내용
2025-04-09	美 필라델피아 반도체(-3.57%) 지수 급락 영향 및 반도체 공급망 대란 우려 등에 하락
2025-04-10	트럼프 대통령, 중국 제외 국가별 상호관세 90일간 전격 유예 소식 등에 상승(주도주 : SK하이닉스, DB하이텍, 삼성전자)
2025-04-14	반도체·스마트폰 등 상호관세 제외, 품목별 관세 적용 소식 등에 일부 관련주 상승(주도주 : 삼성전자)
2025-04-15	정부, 송전선로 지중화 비용 국비 부담 등 반도체 생태계 지원 발표 소식에 소폭 상승(주도주 : 삼성전자)
2025-04-16	美, 엔비디아 'H20 칩' 중국 수출 제한 소식 등에 하락
2025-04-17	TSMC 1분기 호실적 발표 등에 소폭 상승(주도주 : DB하이텍, 삼성전자, SK하이닉스)
2025-04-21	4월 반도체 수출 호조, 올해 메모리 수급 개선 전망, 반도체 관세 완화 기대감 등에 상승(주도주 : SK하이닉스)
2025-04-22	엔비디아 주가 100달러선 붕괴 속 필라델피아 반도체지수(-2.10%) 급락 영향 등에 하락
2025-04-23	美/中 무역갈등 완화 기대감 속 필라델피아 반도체지수(+2.14%) 급등 영향 등에 상승(주도주 : SK하이닉스, DB하이텍, 삼성전자)
2025-04-25	美 필라델피아 반도체(+5.63%) 지수 급등 및 이재명 더불어민주당 대선 예비후보, 경기도 반도체 메가 클러스터 공약 등에 상승(주도주 : SK하이닉스, DB하이텍)
2025-04-28	모건스탠리, 하반기 메모리 반도체 수요 절벽 가능성 전망 등에 하락
2025-05-02	MS·메타 실적 호조에 따른 AI 기대감 및 반도체 4월 수출 호조 등에 상승(주도주 : SK하이닉스)
2025-05-12	반도체 수출액 증가, 삼성전자·SK하이닉스 D램 가격 인상 및 美/中 무역 협상 기대감 등에 상승(주도주 : 삼성전자, DB하이텍, SK하이닉스)
2025-05-13	美/中 무역 합의 속 필라델피아 반도체지수(+7.04%) 급등 영향 등에 상승(주도주 : SK하이닉스, DB하이텍)
2025-05-14	엔비디아(+5.63%) 급등 속 필라델피아 반도체지수(+3.15%) 급등 영향 등에 상승(주도주 : SK하이닉스)
2025-05-19	반도체 업황 재둔화 우려, 美 어플라이드 반도체 부문 매출 부진 영향 등에 하락
2025-05-20	젠슨 황 엔비디아 CEO, AI 생태계 확대 언급 소식 등에 상승(주도주 : DB하이텍, SK하이닉스)
2025-05-22	미국 20년물 입찰 부진 속 美 필라델피아 반도체지수(-1.80%) 약세 등에 하락
2025-05-28	美 필라델피아 반도체지수(+3.38%) 급등 등에 상승(주도주 : 삼성전자, SK하이닉스, DB하이텍)
2025-05-29	엔비디아 1분기 호실적 등에 상승(주도주 : SK하이닉스, DB하이텍)
2025-06-02	5월 반도체 수출 역대 최대 소식 등에 상승(주도주 : DB하이텍, SK하이닉스, 삼성전자)
2025-06-04	필라델피아 반도체지수 급등, 새 정부 반도체 산업 지원 기대감 부각 등에 상승(주도주 : SK하이닉스, 삼성전자, DB하이텍)
2025-06-09	하반기 AI 투자 모멘텀 강화 전망 등에 상승(주도주 : SK하이닉스, 삼성전자)
2025-06-11	美/中 반도체 갈등 완화 기대감 및 TSMC 5월 매출 호조 등에 상승(주도주 : SK하이닉스, DB하이텍, 삼성전자)
2025-06-16	美 필라델피아 반도체(-2.61%) 지수 급락 영향 등에 일부 관련주 하락
2025-06-17	美필라델피아 반도체(+3.03%) 지수 급등 및 美상원 반도체 세액공제 확대 추진 소식 등에 상승(주도주 : 삼성전자)
2025-06-23	美 반도체 장비 중국 반입 제한 소식 등에 하락
2025-06-24	중동 지정학적 리스크 완화 및 Fed 조기 금리 인하 기대감 등에 상승(주도주 : SK하이닉스, 삼성전자, DB하이텍)
2025-06-25	마이크론 테크놀로지(+4.78%) 호실적 기대감 등에 상승(주도주 : SK하이닉스, 삼성전자)
2025-06-26	美 필라델피아반도체지수(+0.95%) 상승 속 마이크론 실적 호조 영향 등에 일부 관련주 상승(주도주 : SK하이닉스)
2025-07-03	美 상원 반도체 투자 세액공제 35%로 확대, 필라델피아반도체지수(+1.88%) 상승 영향 등에 상승(주도주 : 삼성전자, DB하이텍)
2025-07-09	트럼프 행정부, 이르면 이달 반도체 관세 부과 계획 발표 방침 소식 등에 하락
2025-07-10	美 엔비디아(+1.80%), 사상 최초 시가총액 4조 달러 돌파 등에 상승(주도주 : SK하이닉스)
2025-07-11	美 필라델피아 반도체지수(+0.75%) 상승 영향 및 대만 TSMC, 2분기 역대 최대 분기 매출 달성 등에 일부 관련주 상승(주도주 : 삼성전자)
2025-07-15	美 정부, 엔비디아 AI 칩 H20 中 수출 승인 소식 등에 상승(주도주 : DB하이텍, 삼성전자)
2025-07-16	美, 엔비디아 H20 칩 中 수출제한 조치 해제 속 엔비디아(+4.04%) 사상 최고치 경신 등에 일부 관련주 상승(주도주 : 삼성전자)
2025-07-17	골드만삭스, SK하이닉스 '중립' 의견 등에 일부 관련주 하락
2025-07-28	삼성전자, 테슬라와 22.76조원 규모 반도체 위탁생산 공급계약 체결 등에 상승(주도주 : 삼성전자, DB하이텍)
2025-07-30	삼성전자, 테슬라와 대규모 AI 칩 'A16' 반도체 위탁생산 계약 체결 모멘텀 지속 등에 상승(주도주 : 삼성전자)
2025-08-01	中 당국, 엔비디아 칩 보안 관련 문제 제기 소식 및 美 필라델피아 반도체지수(-3.10%) 급락 영향 등에 하락
2025-08-05	엔비디아 사상 최고치 경신 속 美 필라델피아 반도체지수 강세 영향 등에 상승(주도주 : SK하이닉스)
2025-08-06	트럼프 반도체 관세 발표 우려, 美 필라델피아 반도체지수 약세 영향 등에 하락
2025-08-07	삼성전자, 애플 차세대 칩 미국 파운드리 공장서 생산 소식 등에 상승(주도주 : 삼성전자, SK하이닉스, DB하이텍)
2025-08-08	美 필라델피아 반도체(+1.50%) 지수 강세, 삼성전자-SK하이닉스, 美 반도체 관세 부과 대상 제외 전망 등에 일부 관련주 상승(주도주 : 삼성전자)
2025-08-11	SK하이닉스, HBM 시장 2030년까지 연평균 30% 성장 전망 및 마이크론 테크놀로지 실적 기대감 등에 상승(주도주 : SK하이닉스, DB하이텍)
2025-08-12	마이크론 테크놀로지(+4.06%) 4분기(6~8월) 실적 가이던스 상향 소식 등에 상승(주도주 : DB하이텍, SK하이닉스, 삼성전자)
2025-08-13	美 금리 인하 기대감, 美 필라델피아 반도체(+2.99%) 지수 급등 영향 등에 상승(주도주 : SK하이닉스, 삼성전자, DB하이텍)
2025-08-18	트럼프 대통령, 반도체 고율 관세 부과 예고 등에 하락
2025-08-20	'AI 거품론' 제기 속 美 필라델피아 반도체지수 약세 영향 등에 하락
2025-08-22	한미정상회담 기대감 속 조선, 반도체, 원전 등 국내 대표 기업 총수 대거 동행 소식 등에 상승(주도주 : SK하이닉스, 삼성전자)
2025-08-25	금리인하 기대감 속 美 필라델피아 반도체지수(+2.70%) 급등 영향 및 美 엔비디아 실적 기대감 등에 상승(주도주 : SK하이닉스, DB하이텍)
2025-08-26	한미 반도체 협력 기대감 등에 상승(주도주 : DB하이텍)
2025-08-27	엔비디아 실적 발표 대기 속 美 필라델피아 반도체(+0.90%) 지수 상승 영향 등에 일부 관련주 상승(주도주 : 삼성전자)
2025-08-28	엔비디아 실적 발표 속 등락이 엇갈림
2025-08-29	美 필라델피아 반도체지수(+0.49%) 상승 영향 및 삼성전자, HBM4 개발 순항 기대감 등에 상승(주도주 : DB하이텍, SK하이닉스, 삼성전자)
2025-09-01	中 알리바바 AI 칩 개발 및 美 정부, 삼성전자·SK하이닉스 VEU 지위 철회 소식 등에 하락
2025-09-02	삼성전자, 美 테일러 파운드리 공장 투자 본격화 및 美, 중국 장비 반입 금지 조치에 따른 수급 개선 전망 등에 상승(주도주 : 삼성전자, SK하이닉스)
2025-09-04	4년 주기의 투자 사이클 도래 분석 등에 상승(주도주 : SK하이닉스)
2025-09-05	美 브로드컴 실적 호조 및 CXL 시장 확대 기대감 등에 상승(주도주 : SK하이닉스)
2025-09-08	'탈엔비디아’ 흐름 가속화에 따른 K반도체 수혜 기대감 등에 상승(주도주 : SK하이닉스, 삼성전자)
2025-09-09	삼성전자·SK하이닉스, 美 마벨 CXL 퀄 통과 소식 등에 상승(주도주 : SK하이닉스, DB하이텍, 삼성전자)
2025-09-10	美 오라클, 클라우드 성장 전망 속 시간외 폭등 영향 등에 상승(주도주 : DB하이텍, SK하이닉스)
2025-09-11	오라클(+35.95%) 폭등 속 필라델피아 반도체지수(+2.38%) 급등 영향 등에 상승(주도주 : DB하이텍, 삼성전자, SK하이닉스)
2025-09-12	마이크론 테크놀로지(+7.55%) 주가 급등 및 SK하이닉스, 세계 최초 HBM4 양산 체제 구축 소식 등에 상승(주도주 : SK하이닉스, 삼성전자)
2025-09-15	8월 반도체 수출 호조 및 SK하이닉스 3분기 실적 서프라이즈 전망 등에 상승(주도주 : 삼성전자, DB하이텍)
2025-09-16	범용 메모리 온기 확산에 따른 실적 개선 전망 등에 상승(주도주 : DB하이텍, SK하이닉스, 삼성전자)
2025-09-17	美 트럼프 대통령, '반도체·의약품 관세, 車보다 높은 세율 적용' 시사 발언 등에 하락
2025-09-18	반도체 업황 개선 기대감 지속 등에 상승(주도주 : SK하이닉스, 삼성전자)
2025-09-19	엔비디아, 인텔에 50억 달러 규모 지분투자 소식 속 일부 관련주 상승(주도주 : DB하이텍)
2025-09-22	삼성전자, 엔비디아 HBM3E 품질 테스트 통과 기대감 및 모건스탠리, 한국 반도체 산업 투자의견 상향 조정 소식 등에 상승(주도주 : 삼성전자)
2025-09-23	반도체 슈퍼사이클 기대감 지속 등에 일부 관련주 상승(주도주 : SK하이닉스, 삼성전자)
2025-09-24	마이크론 테크놀로지 호실적 발표 등에 상승(주도주 : DB하이텍, 삼성전자)
2025-09-26	트럼프, 반도체 수입규제 후속 방안 검토 소식 및 中, HBM 시장 진출 우려 등에 하락
2025-09-29	美 필라델피아 반도체지수(+0.32%) 상승 및 반도체 비중확대 기회 분석 등에 상승(주도주 : SK하이닉스, DB하이텍, 삼성전자)
2025-10-01	엔비디아, 시총 4.5조달러 돌파 및 9월 반도체 수출 역대 최대 기록 경신 소식 등에 상승(주도주 : SK하이닉스, 삼성전자, DB하이텍)
2025-10-02	삼성·SK, 오픈AI ‘스타게이트 프로젝트’ 참여 소식 등에 상승(주도주 : SK하이닉스, 삼성전자)
2025-10-10	AMD, 오픈AI와 대규모 공급계약 체결 및 美 정부의 엔비디아 칩 UAE 수출 승인 소식 등 미국發 AI 훈풍 속 상승(주도주 : SK하이닉스, 삼성전자)
2025-10-13	트럼프 대통령, 중국 고율 관세 부과 예고 속 美 반도체 관련주 약세 영향 등에 일부 관련주 하락
2025-10-15	반도체 업황 호조 지속 전망 등에 상승(주도주 : DB하이텍, 삼성전자, SK하이닉스)
2025-10-16	美 필라델피아 반도체(+2.99%) 지수 급등 영향, 반도체 업황 호조 지속 전망 등에 상승(주도주 : SK하이닉스, 삼성전자)
2025-10-20	SK하이닉스 3분기 호실적 전망 및 메모리 산업 장기적 업사이클 진입 기대감 등에 상승(주도주 : SK하이닉스)
2025-10-23	미중 긴장 고조 속 美 반도체 관련주 하락 영향 등에 하락
2025-10-24	미중 정상회담 확정, 필라델피아 반도체지수 급등 및 인텔 3분기 실적 호조 등에 상승(주도주 : SK하이닉스, DB하이텍, 삼성전자)
2025-10-27	필라델피아 반도체지수 강세 영향 및 전례 없는 반도체 호황 사이클 진입 분석 등에 상승(주도주 : SK하이닉스, 삼성전자)
2025-10-29	SK하이닉스 3분기 호실적 및 엔비디아(+4.98%) 상승 영향 등에 상승(주도주 : SK하이닉스, 삼성전자)
2025-10-30	엔비디아 등 美 반도체주 강세 및 삼성전자 HBM3E 엔비디아 납품 공식화 등에 일부 관련주 상승(주도주 : 삼성전자, SK하이닉스)
2025-11-03	10월 반도체 수출 호조 및 SK하이닉스 급등(+10.91%), 엔비디아 협력 모멘텀 지속 등에 상승(주도주 : SK하이닉스, 삼성전자)
2025-11-05	美 AI 기술주 고평가 우려 속 필라델피아 반도체지수(-4.01%) 폭락 영향 등에 하락
2025-11-06	美 필라델피아 반도체지수 반등 영향 등에 일부 관련주 상승(주도주 : SK하이닉스)
2025-11-07	美 고용지표 악화 및 'AI 거품' 우려 재부각 속 필라델피아 반도체지수(-2.39%) 급락 영향 등에 하락
2025-11-10	AI 버블론 우려 완화 등에 상승(주도주 : DB하이텍, SK하이닉스, 삼성전자)
2025-11-11	美 셧다운 종료 기대감 및 엔비디아 목표주가 상향 속 필라델피아 반도체지수(+3.02%) 급등 영향 등에 상승(주도주 : DB하이텍, 삼성전자, SK하이닉스)
2025-11-14	AI 거품론 재부각, 美 12월 금리인하 기대감 약화, 필라델피아 반도체지수(-3.72%) 급락 등에 하락
2025-11-17	삼성전자, 메모리칩 가격 최대 60% 인상 소식 등에 상승(주도주 : SK하이닉스, DB하이텍, 삼성전자)
2025-11-18	AI 거품론 지속·Fed 금리인하 기대감 약화, 필라델피아 반도체지수(-1.55%) 약세 영향 등에 하락
2025-11-19	AI 거품론 지속 및 엔비디아 실적 경계감, 필라델피아 반도체지수(-2.31%) 급락 영향 등에 하락
2025-11-20	엔비디아 3분기 실적 호조, AI 거품 우려 완화 등에 상승(주도주 : 삼성전자, SK하이닉스, DB하이텍)
2025-11-21	AI 거품론 재점화 및 필라델피아 반도체지수(-4.77%) 폭락 영향 등에 하락
2025-11-24	美 12월 금리인하 기대감, 트럼프 행정부 'H200' 수출 통제 해제 검토 소식 등에 일부 관련주 상승(주도주 : 삼성전자)
2025-11-25	구글 제미나이 3.0 호평 및 엔비디아의 AI거품론 반박 서한 발송 소식, 필라델피아 반도체지수(+4.63%) 폭등 영향 등에 상승(주도주 : 삼성전자, DB하이텍)
2025-11-27	美 12월 금리 인하 기대감 지속 및 AI 관련주 상승, 필라델피아 반도체지수(+2.76%) 급등 영향 등에 상승(주도주 : SK하이닉스, DB하이텍, 삼성전자)
2025-12-01	필라델피아 반도체지수(+1.82%) 강세 및 11월 반도체 수출 호조, 日, 포토레지스트 대중 수출 중단에 따른 반사이익 기대감 등에 상승(주도주 : SK하이닉스)
2025-12-02	엔비디아(+1.66%), 반도체 설계 SW 시놉시스 투자 및 AI 버블 우려 일부 완화 소식 등에 상승(주도주 : SK하이닉스, 삼성전자)
2025-12-03	필라델피아 반도체지수(+1.84%) 강세 영향 및 삼성전자, 내년 엔비디아 소캠2 물량 절반 공급 계획 등에 상승(주도주 : 삼성전자)
2025-12-04	마이크로소프트, AI 판매 목표치 하향 논란 속 美 대형 기술주 하락 영향 등에 하락
2025-12-05	최태원-손정의 회동에 따른 반도체 투자 확대 기대감 및 반도체 슈퍼사이클 지속 전망 등에 상승(주도주 : 삼성전자)
2025-12-08	AI 반도체 확장 기대감 및 마이크론 깜짝 실적 전망 등에 상승(주도주 : SK하이닉스, DB하이텍, 삼성전자)
2025-12-12	브로드컴 호실적 발표 속 반도체 업황 호조 기대감 지속 등에 일부 관련주 상승(주도주 : 삼성전자, SK하이닉스)
2025-12-15	AI 거품론 재부각 속 필라델피아 반도체지수(-5.10%) 폭락 영향 등에 하락
2025-12-16	AI 거품론 지속, 필라델피아 반도체지수(-0.61%) 하락 영향 등에 하락
2025-12-17	美 마이크론 실적 기대감 및 삼성전자, 인텔 PCH 칩 양산 최종 협의 진행 소식 등에 상승(주도주 : 삼성전자, SK하이닉스)
2025-12-22	美 필라델피아 반도체지수(+2.98%) 급등 및 삼성전자, 엔비디아 HBM4 테스트서 호평 소식 등에 상승 (주도주 : SK하이닉스, DB하이텍, 삼성전자)
2025-12-26	노무라증권, 삼성전자 목표주가 상향 조정 및 삼성전자·SK하이닉스, 내년 2월 HBM4 세계 최초 양산 소식 등에 상승(주도주 : 삼성전자, SK하이닉스)
2025-12-29	반도체 슈퍼사이클 기대감 지속 등에 상승(주도주 : SK하이닉스, 삼성전자)
2025-12-30	삼성전자, 내년 中 반도체 공장 장비 반입 美 승인 획득 소식 및 반도체 슈퍼사이클 기대감 지속 등에 상승(주도주 : SK하이닉스)
2026-01-02	지난해 반도체 수출 역대 최대치 기록 및 슈퍼사이클 기대감 지속 등에 상승(주도주 : 삼성전자, SK하이닉스)
2026-01-05	반도체 슈퍼사이클 기대감 속 삼성전자·SK하이닉스 4분기 호실적 전망 및 美 필라델피아 반도체지수(+4.01%) 폭등 영향 등에 상승(주도주 : 삼성전자, SK하이닉스, DB하이텍)
2026-01-06	엔비디아, 차세대 AI칩 '베라 루빈' 공개 소식 및 삼성전자·SK하이닉스 호실적 기대감 지속 등에 상승(주도주 : SK하이닉스, 삼성전자)
2026-01-07	젠슨 황, 향후 메모리 업황 긍정적 전망 및 美 필라델피아 반도체지수(+2.75%) 급등 영향 등에 상승(주도주 : SK하이닉스, 삼성전자)
2026-01-12	美 필라델피아 반도체지수 급등(+2.73%) 및 1월 초 반도체 수출 증가 소식 등에 일부 관련주 상승(주도주 : DB하이텍)
2026-01-16	TSMC, 지난해 호실적 발표 등에 상승(주도주 : DB하이텍, 삼성전자)
2026-01-19	필라델피아 반도체 지수 강세 및 1분기 실적 기대감 등에 상승(주도주 : SK하이닉스, DB하이텍, 삼성전자)
2026-01-20	美 반도체 관세 압박 등에 하락
2026-01-21	1월1~20일 반도체 수출 호조 소식 속 상승(주도주 : DB하이텍, 삼성전자)
2026-01-22	트럼프 대통령, '그린란드 관세' 철회 소식 속 필라델피아 반도체지수(+3.18%) 급등 영향 등에 상승(주도주 : DB하이텍, SK하이닉스, 삼성전자)
2026-01-27	삼성전자 상반기 어닝 서프라이즈 기대감, SK하이닉스 MS의 최신 AI칩에 HBM3E 단독 공급 소식 등에 상승(주도주 : SK하이닉스, DB하이텍, 삼성전자)
2026-01-28	빅테크 실적 기대감 속 필라델피아 반도체지수(+2.40%) 급등, 올해 삼성전자·SK하이닉스 영업이익 사상 최대 전망 등에 상승(주도주 : DB하이텍, SK하이닉스, 삼성전자)
2026-01-29	삼성전자·SK하이닉스, 지난해 사상 최대 실적 기록 등에 일부 관련주 상승(주도주 : SK하이닉스)
2026-01-30	삼성전자·SK하이닉스 호실적 모멘텀 지속, 샌디스크 호실적에 美 시간외 17% 급등 등에 상승(주도주 : SK하이닉스, DB하이텍)
2026-02-02	MS發 'AI 거품론' 재부각, 필라델피아 반도체지수(-3.87%) 급락 영향 등에 하락
2026-02-03	美 필라델피아 반도체지수(+1.70%) 반등 및 D램 가격 상승 전망 등에 상승(주도주 : 삼성전자, DB하이텍, SK하이닉스)
2026-02-05	'AMD 쇼크' 속 필라델피아 반도체지수(-4.36%) 폭락 영향 등에 하락
2026-02-06	美 기술주 약세 영향 및 아마존 실적 실망감 등에 하락
2026-02-09	필라델피아 반도체지수(+5.70%) 폭등 및 삼성전자, 차세대 HBM4 최초 양산 출하 기대감 등에 상승(주도주 : SK하이닉스, 삼성전자)
2026-02-11	美 경기 둔화 우려 속 필라델피아 반도체지수(-0.68%) 하락 영향 등에 하락
2026-02-12	삼성전자 세계 최초 HBM4 양산 출하 소식 및 마이크론(+9.94%), 'HBM 논란' 일축 속 필라델피아 반도체지수(+2.28%) 급등 영향 등에 상승(주도주 : 삼성전자, SK하이닉스, DB하이텍)
2026-02-13	'AI 공포' 확산 속 美 필라델피아 반도체지수(-2.50%) 급락 영향 등에 하락
2026-02-19	필라델피아 반도체지수 상승 및 메모리 반도체 업황 호조 지속 전망 등에 상승(주도주 : 삼성전자, SK하이닉스)
2026-02-23	2월1~20일 반도체 수출 호조 소식 및 필라델피아 반도체지수(+1.07%) 강세 영향 등에 일부 관련주 상승(주도주 : 삼성전자, SK하이닉스)
2026-02-24	글로벌 메모리 시장 호황 지속 전망 속 삼성전자·SK하이닉스 사상 최고치 행진 등에 상승(주도주 : SK하이닉스, 삼성전자)
2026-02-25	메타, AMD와 대규모 AI칩 계약 소식 등에 일부 관련주 상승(주도주 : 삼성전자, SK하이닉스)
2026-02-26	엔비디아 호실적 및 SK하이닉스, 21.6조원 규모 용인 반도체 클러스터 1기 Fab 투자 소식 등에 상승(주도주 : SK하이닉스, 삼성전자, DB하이텍)
2026-02-27	엔비디아(-5.46%) 하락 속 필라델피아 반도체지수(-3.19%) 급락 영향 등에 하락
2026-03-03	美-이란 분쟁에 따른 국내 산업계 전반 피해 우려 등에 하락
2026-03-04	美-이란 분쟁 속 국내 산업계 전반 피해 우려 지속 등에 하락
2026-03-05	美-이란 접촉설 속 중동 리스크 완화 등에 상승(주도주 : DB하이텍, 삼성전자, SK하이닉스)
2026-03-09	이란 사태 속 국내 산업 피해 우려 지속 등에 하락
2026-03-10	트럼프 대통령 이란 전쟁 조기 종식 가능성 시사, 美 필라델피아 반도체지수(+3.93%) 급등 영향 등에 상승(주도주 : SK하이닉스, 삼성전자, DB하이텍)
2026-03-11	오라클 호실적 발표, 3월 초 반도체 수출 호조 등에 상승(주도주 : SK하이닉스, 삼성전자)
2026-03-13	美 증시 하락 속 필라델피아 반도체지수(-3.43%) 급락 영향 등에 하락
2026-03-16	엔비디아 GTC 2026 기대감, 삼성전자·SK하이닉스 1분기 실적 컨센서스 상회 전망 등에 상승(주도주 : SK하이닉스, 삼성전자, DB하이텍)
2026-03-17	엔비디아 'GTC 2026' 모멘텀 지속 및 美 필라델피아 반도체지수(+1.96%) 강세 영향 등에 일부 관련주 상승(주도주 : 삼성전자)
2026-03-18	엔비디아 'GTC 2026' 모멘텀 지속, 美 마이크론 실적 기대감, 정부 AI 반도체 육성 기대감 등에 상승(주도주 : SK하이닉스, 삼성전자, DB하이텍)
2026-03-19	중동 리스크 고조, 마이크론(MU) 호실적 발표에도 대규모 설비투자 부담 등에 시간외 4% 하락 속 하락
2026-03-23	美 필라델피아 반도체지수(-2.45%) 급락, 중동 확전 우려 등에 하락
2026-03-24	필라델피아 반도체(+1.34%) 지수 강세, SK하이닉스 11.94조원 규모 EUV 장비 도입 결정 및 美 ADR 발행 위한 주관사 선정 착수 소식 등에 상승(주도주 : SK하이닉스, 삼성전자)
2026-03-26	구글, '터보퀀트' 발표에 따른 메모리 수요 둔화 우려 속 美 메모리반도체 관련주 하락 영향 등에 하락
2026-03-27	美-이란 종전 협상 불확실성 및 구글 '터보퀀트' 쇼크 속 필라델피아 반도체지수(-4.79%) 폭락 영향 등에 하락
2026-03-30	터보퀀트 및 중동 전쟁 격화 우려 지속 등에 하락
2026-03-31	구글 터보퀀트 우려 지속 및 마이크론 테크놀로지(-9.88%) 주가 급락 영향 등에 하락
2026-04-01	중동전쟁 종전 기대감 속 필라델피아 반도체지수(+6.24%) 폭등, 3월 반도체 수출 호조 등에 상승(주도주 : 삼성전자, SK하이닉스, DB하이텍)
2026-04-03	美 필라델피아 반도체지수 상승 및 메모리 가격 상승 지속 전망 등에 상승(주도주 : DB하이텍, SK하이닉스, 삼성전자)
2026-04-06	반도체 업황 호조 속 삼성전자 호실적 기대감 등에 상승(주도주 : 삼성전자, SK하이닉스, DB하이텍)
2026-04-07	삼성전자, 1분기 어닝 서프라이즈 달성 및 필라델피아 반도체지수(+1.06%) 강세 영향 등에 상승(주도주 : SK하이닉스, 삼성전자)
2026-04-08	美-이란 '2주 휴전' 소식, 필라델피아 반도체지수 강세, 삼성전자·SK하이닉스 호실적 지속 전망 등에 상승(주도주 : SK하이닉스, DB하이텍, 삼성전자)
2026-04-10	미·이란 휴전 지속 기대감 속 美 필라델피아 반도체지수(+2.10%) 급등 영향 등에 상승(주도주 : SK하이닉스, DB하이텍, 삼성전자)
2026-04-13	메모리 사이클 장기화 전망 및 4월1~10일 반도체 수출 역대 최대 달성 등에 상승(주도주 : DB하이텍, SK하이닉스)
2026-04-14	미·이란, 2차 대면협상 기대감 속 필라델피아 반도체지수(+1.68%) 강세 영향 등에 상승(주도주 : SK하이닉스, 삼성전자)
2026-04-15	미국-이란 2차 종전 협상 기대감 속 필라델피아 반도체지수(+2.04%) 급등 영향 등에 상승(주도주 : SK하이닉스, 삼성전자, DB하이텍)
2026-04-16	반도체 업황 호조 지속 및 SK하이닉스 오는 6~7월 美 ADR 상장 추진 소식, TSMC 1분기 순이익 사상 최대 기록 등에 상승(주도주 : DB하이텍, 삼성전자, SK하이닉스)
2026-04-20	SK하이닉스, 1분기 실적 기대감 및 필라델피아 반도체지수 급등 영향 등에 상승(주도주 : DB하이텍, SK하이닉스)
2026-04-21	오는 23일(목) SK하이닉스 1분기 실적 기대감 지속 등에 상승(주도주 : SK하이닉스, 삼성전자)
2026-04-23	SK하이닉스 1분기 창사 이래 최고 실적 달성 및 필라델피아 반도체지수 연일 사상 최고치 행진 등에 상승(주도주 : DB하이텍, 삼성전자)
2026-04-27	美 인텔 호실적에 따른 필라델피아 반도체지수(+4.32%) 폭등 영향 등에 상승(주도주 : SK하이닉스, DB하이텍, 삼성전자)
2026-04-29	오픈AI 성장 우려 속 필라델피아 반도체 지수 급락(-3.58%) 영향 등에 일부 관련주 하락
2026-05-04	필라델피아 반도체지수 상승 영향 및 반도체 수출 호조세 지속 등에 상승(주도주 : SK하이닉스, 삼성전자, DB하이텍)
2026-05-06	美 필라델피아 반도체지수 폭등 영향 및 AMD 1분기 어닝 서프라이즈, 삼성전자·SK하이닉스 신고가 행진 등에 상승(주도주 : 삼성전자, SK하이닉스)
2026-05-07	삼성전자 50만원·SK하이닉스 300만원 목표주가 제시, 메모리 재평가 및 비중확대 의견 유지 등에 상승(주도주 : SK하이닉스, 삼성전자)
2026-05-08	반도체 수출 호조세 지속, 삼성전자·SK하이닉스 등 반도체 증설 본격화 소식 등에 일부 관련주 상승(주도주 : DB하이텍, SK하이닉스)
2026-05-11	美 필라델피아 반도체(+5.51%) 지수 폭등 영향 및 반도체 수출 호조 등에 상승(주도주 : SK하이닉스, DB하이텍, 삼성전자)
2026-05-13	반도체 업황 슈퍼 사이클 지속 및 젠슨 황 엔비디아 CEO, 트럼프 대통령과 중국 동행 소식 등에 상승(주도주 : DB하이텍, SK하이닉스, 삼성전자)
2026-05-15	삼성전자 파업 리스크 및 트럼프 대통령, 이란 관련 강경 발언 등에 하락
2026-05-19	필라델피아 반도체지수(-2.47%) 급락 영향 등에 하락
2026-05-21	삼성전자 파업 리스크 해소, 美 필라델피아 반도체지수 4.49% 폭등 및 엔비디아 매출 12분기 연속 신기록 달성 등에 상승(주도주 : SK하이닉스, 삼성전자)
2026-05-26	AI發 반도체 슈퍼사이클 지속 전망 등에 상승(주도주 : DB하이텍, SK하이닉스, 삼성전자)
2026-05-27	마이크론 주가 급등(+19.29%) 및 삼성전자·SK하이닉스 레버리지 ETF 상장 영향 등에 상승(주도주 : SK하이닉스, 삼성전자)
2026-05-28	반도체 과열론 속 美 필라델피아 반도체지수(-1.36%) 약세 영향 등에 하락
2026-06-01	반도체 수출 호조세 지속 및 골드만삭스, 삼성전자·SK하이닉스 목표주가 상향 조정 등에 상승(주도주 : 삼성전자, SK하이닉스)
2026-06-02	구글, 120조원 규모 초대형 유상증자 결정에 따른 빅테크 AI 인프라 투자 자금난 우려 등에 하락
2026-06-05	'브로드컴 쇼크' 속 美 반도체 관련주 급락 영향 등에 하락
2026-06-08	美 필라델피아 반도체지수(-10.26%) 폭락 영향 등에 하락
2026-06-09	美 반도체 관련주 중심으로 반발 매수세 유입 속 필라델피아 반도체지수(+5.61%) 폭등 영향 등에 상승(주도주 : SK하이닉스, 삼성전자, DB하이텍)
2026-06-11	6월1~10일 반도체 수출 호조, 기판 품귀 현상, 반도체 전공정 장비 AI 붐 최대 수혜 분석 등에 일부 관련주 상승(주도주 : SK하이닉스)
2026-06-12	美 필라델피아 반도체(+7.91%) 지수 폭등 및 구글 삼성전자 파운드리에 10세대 텐서처리장치(TPU) 핵심 부품 생산 방안 논의 소식 등에 상승(주도주 : DB하이텍, 삼성전자, SK하이닉스)
